source_id,ra,dec,parallax,parallax_error,parallax_over_error,ruwe,ipd_frac_multi_peak,phot_g_mean_mag,bp_rp,teff_best,logg_best,mh_best,imodel,av_best,rv_best,chi2_best,chi2_prior_best,C_best,logR_iso,sig_logR_iso,teff,teff_err,logg,logg_err,mh,mh_err,av,av_err,rv,rv_err,A_DECam_Y,A_DECam_Y_err,A_DECam_g,A_DECam_g_err,A_DECam_i,A_DECam_i_err,A_DECam_r,A_DECam_r_err,A_DECam_z,A_DECam_z_err,A_VISTA_H,A_VISTA_H_err,A_VISTA_J,A_VISTA_J_err,A_VISTA_Ks,A_VISTA_Ks_err,refined,n_xp,plx_used,n_phot,spec_prior,dm_DECam_Y,dm_DECam_g,dm_DECam_i,dm_DECam_r,dm_DECam_z,dm_VISTA_H,dm_VISTA_J,dm_VISTA_Ks,plx_inflate,D_kpc,D_err,teff_desi,D_med,D_lo,D_hi,D_frac,D_phot,A_i,A_i_err
4043396390012917632,267.8863,-33.20715,0.24156,0.09889,2.44284,1.24453,1,15.20548,5.32507,3300.0,2.0,0.0,17,5.9,2.3,676.58519,0.0,434.63177,1.21903,0.15,3261.68162,48.61625,2.3352,0.5362,0.0,0.0,6.04277,0.25795,2.44015,0.15723,1.92694,0.25333,6.98319,0.27922,3.19677,0.26748,4.47213,0.27259,2.28438,0.25843,0.70049,0.14001,1.18332,0.19652,0.40717,0.09987,True,338,False,5,False,,,-0.00178,-0.29529,,0.09362,-0.02886,-0.02884,1.7,3.86756,2.51452,,1.8883,1.54998,2.35141,0.21221,0.79427,3.19677,0.26748
4043396462938675968,267.9277,-33.19831,0.62014,0.09111,6.80643,1.02747,0,17.30597,1.5969,4700.0,5.0,0.0,206,0.9,3.05,129.34316,2.88255,0.46709,-0.28097,0.15,4652.29283,124.05637,4.79153,0.37087,0.0,0.0,0.91275,0.17932,3.03449,0.49511,0.35636,0.09574,1.00264,0.20007,0.53616,0.1256,0.71454,0.15376,0.41183,0.10467,0.15149,0.04668,0.23711,0.06873,0.09625,0.03185,False,338,True,8,False,-0.02851,-0.04858,-0.01382,0.01977,-0.01923,0.00264,-0.02406,-0.02039,1.7,1.56951,0.38155,,1.37275,1.16505,1.65223,0.17745,0.76618,0.53616,0.1256
4043396497241285248,267.90544,-33.20135,-0.05648,0.10116,-0.55837,1.01538,1,17.4642,2.30247,4700.0,4.5,0.0,205,3.0,2.8,142.99391,0.0,1.65322,-0.15552,0.08,4573.12656,251.95523,3.30923,1.26442,0.0,0.0,2.71253,0.22851,2.61171,0.1364,0.93915,0.2009,3.17439,0.4128,1.53679,0.26403,2.15491,0.32085,1.12246,0.21992,0.36265,0.09683,0.59351,0.14332,0.21773,0.06541,True,338,False,8,False,0.06003,-0.01643,0.05872,0.052,0.05936,0.00215,0.00464,-0.01183,1.7,-25.32651,110.30751,,1.38629,1.22019,1.5862,0.13201,0.54364,1.53679,0.26403
4043396527312389632,267.90946,-33.19128,0.37242,0.05453,6.83021,0.96711,0,16.33231,1.69977,5700.0,3.5,0.0,332,2.1,3.05,125.57757,0.98729,1.11658,0.57576,0.09903,5559.56535,136.42197,3.73035,0.26304,0.0,0.0,1.95801,0.11256,2.94267,0.12173,0.75943,0.07018,2.29172,0.1292,1.17613,0.08799,1.59742,0.1035,0.888,0.07552,0.31421,0.03525,0.49785,0.05129,0.19584,0.02423,True,338,True,8,False,-0.02297,-0.00362,-0.0053,0.00219,-0.00854,0.03602,-0.03077,0.02196,1.7,2.5679,0.61124,,3.22979,2.65974,3.99088,0.20607,3.56299,1.17613,0.08799
4043396188061043584,267.858,-33.2102,0.12036,0.03472,3.46624,0.95803,0,15.29819,2.71853,4200.0,1.0,0.0,133,3.2,2.8,112.0837,0.0,25.79407,1.98741,0.08,4190.17874,45.35553,1.05933,0.48225,0.0,0.0,3.21398,0.08269,2.8926,0.08761,1.2247,0.064,3.65327,0.10475,1.90204,0.07478,2.58156,0.08428,1.43242,0.06701,0.50134,0.03396,0.79868,0.04826,0.31271,0.02405,True,338,False,8,False,0.02439,-0.00732,0.00584,0.00457,0.0167,0.04281,0.06251,-0.03355,1.7,7.27989,3.12852,,18.33793,14.93903,21.95686,0.19135,19.12714,1.90204,0.07478
4043396218074643328,267.83484,-33.21207,0.17567,0.04676,3.75696,0.97147,0,15.98987,2.50553,4600.0,4.5,0.0,192,3.4,3.3,99.06794,0.0,9.44981,-0.16739,0.08,4594.6019,140.03229,4.11747,0.83948,0.0,0.0,3.34199,0.1281,3.19071,0.12499,1.37883,0.12469,3.80734,0.22599,2.05875,0.15561,2.73041,0.18204,1.58702,0.13381,0.58804,0.06245,0.91898,0.09094,0.37475,0.04297,True,338,False,8,False,0.01002,-0.00973,0.00865,-0.0057,0.01882,0.08173,0.07779,0.02661,1.7,5.19013,2.14129,,1.62807,1.49126,1.7861,0.09055,0.22126,2.05875,0.15561
4043396256723871616,267.85706,-33.20894,-0.01046,0.22711,-0.04605,2.34193,58,17.57147,2.35478,6900.0,6.0,0.0,473,3.9,2.3,83.91675,0.0,0.66213,-0.78097,0.15,6354.54701,634.86191,4.60819,1.34845,0.0,0.0,3.88299,0.44814,2.62735,0.41441,1.3624,0.29134,4.67987,0.5038,2.23959,0.34309,3.15174,0.39408,1.63164,0.3055,0.52487,0.15493,0.8601,0.21996,0.31307,0.10964,False,338,False,0,False,,,,,,,,,1.7,152.87463,9023.21695,,0.84541,0.7029,1.03478,0.19628,0.2035,2.23959,0.34309
4043396256780582528,267.84874,-33.2043,0.178,0.05762,3.0892,0.99781,0,16.44728,2.64596,4400.0,4.0,0.0,165,3.3,3.05,103.51319,0.0,6.80746,0.21903,0.15,4422.27312,93.66822,4.13009,0.80386,0.0,0.0,3.31253,0.14307,3.08805,0.1408,1.3342,0.11167,3.77781,0.1724,2.01404,0.13191,2.6908,0.14718,1.54227,0.11757,0.5619,0.05798,0.8832,0.08326,0.35598,0.04052,True,338,False,8,False,0.00102,-0.02804,0.00193,-0.02795,0.00898,0.05727,0.01253,0.00281,1.7,5.12816,2.57602,,2.47869,2.10485,2.97029,0.17458,0.63465,2.01404,0.13191
4043396359859571456,267.88521,-33.21522,0.16723,0.09321,1.79411,1.07638,1,17.27132,2.49473,4600.0,5.0,0.0,193,3.2,3.3,81.68113,0.0,2.4453,-0.28097,0.15,4562.87896,178.57343,4.46965,1.50968,0.0,0.0,3.21521,0.28002,3.15608,0.27647,1.30965,0.1796,3.55954,0.30551,1.94313,0.21885,2.56609,0.25106,1.50376,0.19113,0.56216,0.09132,0.87611,0.13223,0.35949,0.06325,False,338,False,8,False,-0.04647,-0.00222,-0.02719,-0.03685,-0.02904,0.02215,-0.0533,0.05019,1.7,5.42787,4.66857,,1.63131,1.38364,1.95527,0.1752,0.33486,1.94313,0.21885
4043396389874443520,267.88791,-33.21328,-0.00263,0.11876,-0.02213,1.26852,0,17.33831,2.26245,5700.0,6.0,0.0,337,3.7,3.3,102.53566,0.0,1.35237,-0.78097,0.15,5663.63425,295.60671,4.1167,1.63381,0.0,0.0,3.74116,0.11585,3.32186,0.09922,1.59005,0.12879,4.27772,0.26832,2.34536,0.16929,3.08547,0.2063,1.82158,0.14109,0.68888,0.06221,1.06904,0.09206,0.44129,0.04196,True,338,False,8,False,-0.00574,-0.03088,-0.0316,-0.04403,-0.01442,-0.0192,0.00645,0.02045,1.7,69.57927,977.37569,,1.26562,1.08446,1.49757,0.16321,0.14239,2.34536,0.16929
4043396458593945856,267.91789,-33.19823,0.0282,0.05391,0.52301,0.9848,1,15.9052,3.91829,3500.0,3.5,0.0,47,3.4,2.8,250.03814,0.0,44.94539,0.46903,0.15,3500.0,0.0,3.5,0.0,0.0,0.0,3.42068,0.05034,2.87471,0.08705,1.29797,0.05838,3.91627,0.03871,1.98911,0.05821,2.68574,0.05285,1.50638,0.05831,0.52787,0.03318,0.84431,0.04604,0.32846,0.02408,True,338,False,8,False,0.02898,-0.00358,0.01117,-0.06672,0.03201,0.01056,0.11659,-0.02566,1.7,22.1252,44.86602,,2.85951,2.4347,3.40959,0.17046,0.43923,1.98911,0.05821
4043396462938709504,267.92435,-33.19575,0.18691,0.11337,1.64865,1.19726,0,17.34365,2.39618,4600.0,3.5,0.0,190,2.7,3.3,96.2058,0.0,1.77734,0.54579,0.08,4567.36793,320.98164,2.59936,1.50829,0.0,0.0,2.66387,0.37045,3.18412,0.84062,1.16601,0.27967,3.01117,0.39905,1.69594,0.31208,2.20806,0.3373,1.32892,0.28826,0.51118,0.15229,0.78914,0.21432,0.33053,0.10902,False,338,False,5,False,0.02336,-0.00453,0.00754,0.02063,0.02896,,,,1.7,4.90405,4.63521,,2.9415,2.42464,3.58777,0.19771,2.63575,1.69594,0.31208
4043396493092134784,267.90209,-33.20176,0.03043,0.10664,0.2853,1.02023,1,17.48696,2.51093,4600.0,0.5,0.0,184,3.2,3.05,189.91431,0.0,2.46321,1.96903,0.15,4397.37869,206.99585,0.56203,0.63662,0.0,0.0,2.79584,0.40254,2.94789,0.17478,1.08326,0.18291,3.19184,0.40827,1.67324,0.249,2.26213,0.31021,1.26445,0.20296,0.44811,0.08601,0.71032,0.12865,0.28035,0.05743,True,338,False,8,False,0.01874,-0.01723,-0.00541,-0.02153,0.01863,0.01019,0.00039,0.00327,1.7,21.08568,80.6042,,23.0667,20.41567,24.48609,0.08823,59.33067,1.67324,0.249
4043396497298599296,267.89502,-33.19401,0.09702,0.02616,3.70882,0.90249,0,14.4132,2.92993,4100.0,2.5,0.0,123,3.6,3.05,98.04168,0.0,81.92306,0.96903,0.15,4100.77697,9.00467,2.3521,0.27478,0.0,0.0,3.54919,0.04362,2.93155,0.07512,1.36875,0.06941,4.04069,0.05359,2.10699,0.06956,2.84977,0.0641,1.59445,0.06939,0.56307,0.03922,0.89485,0.05447,0.35271,0.02845,True,338,False,7,False,0.02401,0.00301,-0.00122,0.03613,,0.06857,0.08333,0.03553,1.7,8.77051,3.42071,,4.78285,4.11669,5.64506,0.15978,1.02879,2.10699,0.06956
4043396527348119936,267.90951,-33.18756,0.24331,0.07412,3.28277,0.95064,0,16.9614,2.08547,5600.0,6.0,0.0,324,3.3,3.55,77.08259,0.0,1.54043,-0.78097,0.15,5410.08269,223.93792,4.86141,1.25679,0.0,0.0,3.16129,0.14299,3.40319,0.12342,1.36482,0.11908,3.6115,0.23421,1.99957,0.15376,2.61822,0.18448,1.5597,0.1295,0.59556,0.0583,0.92128,0.08577,0.38299,0.0396,True,338,False,8,False,-0.00522,-0.02945,-0.02079,-0.00719,-0.00891,0.01115,0.0176,0.05176,1.7,3.84164,1.85949,,1.50929,1.32261,1.74325,0.13935,0.13342,1.99957,0.15376
4043396531658286208,267.90824,-33.19195,0.74259,0.08821,8.41798,1.2283,0,17.04447,1.5428,4700.0,4.5,0.0,205,0.8,3.05,53.59712,1.45416,0.54067,-0.15552,0.08,4587.59324,121.20019,4.35476,0.40832,0.0,0.0,0.73021,0.16549,2.91306,0.50396,0.24975,0.08902,0.75918,0.18408,0.38875,0.11659,0.52939,0.14229,0.29268,0.0973,0.1025,0.04338,0.16303,0.0639,0.06386,0.02958,False,338,True,7,False,-0.04593,-0.01583,-0.03007,-0.01088,-0.03097,,-0.04314,0.01326,1.7,1.31651,0.25992,,1.18381,1.04204,1.3586,0.13371,0.95064,0.38875,0.11659
4043396531658344192,267.90746,-33.18249,0.09682,0.09421,1.02768,1.0099,3,17.16596,2.56953,4600.0,3.0,0.0,189,3.5,3.05,129.12668,0.0,3.31811,0.79075,0.0848,4485.35547,178.80336,2.39648,1.18907,0.0,0.0,3.32956,0.18637,3.00989,0.10768,1.3137,0.15498,3.80667,0.30651,2.00646,0.20106,2.69819,0.24171,1.52642,0.16884,0.54808,0.07551,0.86523,0.11124,0.34491,0.05121,True,338,False,8,False,0.00523,0.00016,-0.03465,-0.03811,-0.00905,0.00916,0.01722,-0.01537,1.7,8.78597,12.36299,,3.86391,3.15933,4.75202,0.2061,3.39082,2.00646,0.20106
4043396566018106240,267.8678,-33.21174,0.22372,0.07287,3.07018,0.98654,0,16.88578,2.32673,4700.0,3.5,0.0,203,2.9,3.05,102.18722,0.0,2.6599,0.52695,0.08,4749.8418,176.93652,3.30213,1.35175,0.0,0.0,2.9251,0.14485,3.07558,0.12516,1.17483,0.13481,3.34925,0.25765,1.78026,0.17264,2.38253,0.20531,1.36096,0.14609,0.49468,0.06623,0.77761,0.09725,0.31274,0.04507,True,338,False,8,False,-0.00503,-0.0251,0.00235,-0.01097,0.00175,0.03767,-0.00671,0.03104,1.7,4.15413,2.13776,,2.59539,2.20255,3.08566,0.17013,2.06309,1.78026,0.17264
4043396600377920128,267.87284,-33.19479,0.0713,0.06928,1.02922,1.00434,1,16.82153,2.37717,5000.0,5.5,0.0,246,3.2,3.05,139.08942,0.0,2.48447,-0.53097,0.15,5009.11801,163.25425,5.33072,1.20159,0.0,0.0,3.29551,0.14944,3.11786,0.10378,1.33741,0.10478,3.77996,0.20599,2.0161,0.13367,2.69015,0.16021,1.54528,0.11323,0.56599,0.05205,0.88765,0.07604,0.35862,0.03572,True,338,False,8,False,-0.00824,-0.01701,-0.00588,0.0142,0.00305,-0.01215,-0.02816,-0.01673,1.7,11.32509,15.10469,,1.92598,1.66618,2.25557,0.15301,0.18682,2.0161,0.13367
4043396630391596800,267.85538,-33.19155,0.35375,0.03733,9.4774,0.96719,0,15.33295,2.37221,4200.0,0.5,0.0,132,2.4,3.05,159.33992,30.04592,17.41715,1.96903,0.15,4198.04185,14.17951,0.72255,0.41763,0.0,0.0,2.41133,0.05105,3.12276,0.12355,0.97813,0.059,2.72323,0.05982,1.47484,0.06396,1.96407,0.06398,1.1309,0.06049,0.41397,0.03226,0.64949,0.0454,0.26299,0.02305,True,338,True,8,False,0.01036,-0.02377,0.00914,-0.0059,0.01438,0.0952,0.07387,-0.0486,1.7,2.69724,0.46163,,10.81656,6.74472,17.03907,0.47586,22.31215,1.47484,0.06396
4043396256780593920,267.84865,-33.20041,0.49327,0.11455,4.3062,1.25142,2,17.48388,1.7975,5700.0,6.0,0.0,337,2.2,3.3,90.59643,0.0,0.41431,-0.78097,0.15,5488.76346,280.72555,3.5267,2.11108,0.0,0.0,2.07208,0.15533,3.25405,0.16386,0.86862,0.12529,2.39214,0.2696,1.29368,0.166,1.71263,0.20442,0.99958,0.13756,0.3738,0.06047,0.58188,0.08946,0.23842,0.04088,True,338,False,8,False,-0.04635,-0.05335,-0.02004,-0.00557,-0.02769,-0.00389,-0.03525,0.04267,1.7,1.95976,0.7479,,1.10414,0.94849,1.30629,0.16203,0.25726,1.29368,0.166
4043396355513584256,267.87768,-33.21577,0.12165,0.07458,1.63121,1.13938,0,16.44656,2.67714,4600.0,5.5,0.0,194,3.7,3.3,117.44282,0.0,7.35869,-0.53097,0.15,4646.01931,114.06064,5.67198,0.4354,0.0,0.0,3.81161,0.12859,3.33223,0.14319,1.62217,0.10328,4.31569,0.16889,2.38312,0.12181,3.12798,0.13786,1.85466,0.10845,0.70202,0.05439,1.09008,0.07762,0.451,0.03832,True,338,False,8,False,-0.01154,-0.00255,0.00568,-0.00883,0.00586,-0.04001,0.08044,0.03081,1.7,7.21249,6.59503,,1.60296,1.40184,1.85444,0.14118,0.10855,2.38312,0.12181
4043396389918024704,267.89075,-33.21355,0.33013,0.09602,3.43797,1.03254,1,17.336,2.27177,4900.0,3.5,0.0,229,2.9,2.8,136.25793,0.0,1.36901,0.53588,0.08408,5275.01604,290.19232,3.41579,1.60622,0.0,0.0,3.13526,0.19385,2.95698,0.11483,1.21909,0.14788,3.60972,0.30887,1.87808,0.19457,2.53999,0.2374,1.42168,0.16188,0.50489,0.07133,0.79966,0.10557,0.31591,0.04806,True,338,False,8,False,0.01767,-0.03717,0.0063,0.00907,0.0118,0.02076,-0.01631,0.01883,1.7,2.88078,1.35472,,3.066,2.50856,3.77376,0.20633,2.93546,1.87808,0.19457
4043396394219332480,267.8949,-33.20317,-0.51532,0.21503,-2.39654,2.10321,8,17.62346,1.78406,5900.0,1.0,0.0,351,2.1,2.55,110.50793,0.0,0.3541,1.71903,0.15,6351.78867,469.04433,3.2041,1.63158,0.0,0.0,2.24442,0.11996,2.57565,0.11487,0.76756,0.13409,2.6796,0.29655,1.26937,0.17975,1.79514,0.22286,0.92186,0.14828,0.29443,0.06409,0.48345,0.09528,0.17496,0.04307,True,338,False,8,False,0.08709,0.03147,0.04488,0.03863,0.08273,0.00387,0.08819,-0.06252,1.7,-2.00673,1.47205,,23.5385,21.41953,24.61791,0.06794,87.99683,1.26937,0.17975
4043396424240316288,267.91467,-33.2011,0.20991,0.13377,1.56917,1.20319,1,17.56948,2.50431,4600.0,0.0,0.0,183,3.2,3.05,105.05323,0.0,2.63927,2.21903,0.15,4390.63876,158.64979,0.12367,0.2718,0.0,0.0,2.84887,0.26198,2.93232,0.15529,1.09868,0.14905,3.24768,0.29872,1.70128,0.19499,2.30224,0.23531,1.28329,0.16279,0.4535,0.07232,0.7196,0.10674,0.28327,0.04896,True,338,False,8,False,0.02147,0.01122,-0.00088,-0.02493,0.00625,-0.00267,0.01794,0.00047,1.7,4.40712,4.41684,,23.62206,21.60312,24.64128,0.06431,101.92673,1.70128,0.19499
4043396458732682368,267.92994,-33.19895,-0.08702,0.10511,-0.82788,1.07555,0,17.19472,2.23362,4200.0,0.0,0.0,131,2.2,3.05,143.15733,0.0,3.34118,2.21903,0.15,4330.00466,134.87198,0.10282,0.26667,0.0,0.0,2.41136,0.22936,3.10674,0.164,0.97424,0.13223,2.71844,0.25931,1.4722,0.17179,1.96231,0.20618,1.12724,0.14413,0.4117,0.06452,0.64637,0.09502,0.26122,0.04382,True,338,False,8,False,-0.01087,-0.0057,-0.0019,0.00606,-0.00854,0.0266,-0.0151,0.04086,1.7,-14.28198,36.44777,,23.56088,21.47009,24.62409,0.06693,90.58996,1.4722,0.17179
4043396458732859264,267.92246,-33.19896,0.20594,0.07711,2.67083,1.12247,1,16.64988,2.394,5000.0,5.5,0.0,246,3.5,3.3,103.46356,0.0,3.86962,-0.53097,0.15,5094.0502,205.98254,5.32943,0.6203,0.0,0.0,3.57157,0.18198,3.20984,0.10886,1.48041,0.12932,4.07909,0.25959,2.20747,0.16798,2.92467,0.20286,1.70293,0.14084,0.63317,0.06311,0.98825,0.09294,0.40357,0.04286,True,338,False,8,False,0.03111,0.00838,0.02485,0.02974,0.03166,0.00833,-0.0043,0.03507,1.7,4.48548,2.63733,,1.54105,1.34361,1.78999,0.14483,0.14969,2.20747,0.16798
4043396462881465088,267.92318,-33.19652,0.11834,0.06187,1.91274,1.17101,0,16.25474,2.74204,4200.0,3.5,0.0,138,3.2,2.8,102.85253,0.0,9.80776,0.46903,0.15,4164.9713,59.1815,3.39562,0.42032,0.0,0.0,3.06359,0.15559,2.72918,0.11202,1.10815,0.10378,3.53579,0.16441,1.76489,0.12169,2.43837,0.137,1.30914,0.10875,0.43926,0.05477,0.71017,0.07804,0.26896,0.03876,True,338,False,8,False,0.00317,-0.05804,-0.00157,-0.02187,0.01241,0.06019,0.09904,0.06592,1.7,7.38901,5.74227,,2.84223,2.36016,3.49121,0.19897,0.94025,1.76489,0.12169
4043396462938734848,267.9255,-33.19002,0.08151,0.10541,0.77329,1.06231,0,17.40827,2.43468,4200.0,0.5,0.0,132,2.5,2.8,120.45912,0.0,2.64126,1.96903,0.15,4289.34842,138.24487,0.47182,0.68625,0.0,0.0,2.64263,0.22468,2.94856,0.16922,1.02358,0.13943,2.9992,0.26375,1.57882,0.1787,2.13288,0.21218,1.19417,0.15119,0.42291,0.06879,0.67088,0.10082,0.26507,0.04694,True,338,False,8,False,-0.03056,-0.00492,-0.02172,-0.02448,-0.02466,0.0139,-0.02429,0.00013,1.7,10.15076,18.4646,,23.00003,20.27753,24.46705,0.09108,57.29602,1.57882,0.1787
4043396561707108736,267.87554,-33.21163,0.54004,0.11044,4.89002,1.27233,1,17.14054,2.84533,4100.0,0.0,0.0,118,3.1,2.55,121.22502,0.0,6.03806,2.21903,0.15,4136.9582,79.72757,0.68827,0.56782,0.0,0.0,3.15337,0.09869,2.51872,0.08176,1.04668,0.08191,3.61513,0.17195,1.74761,0.10644,2.47066,0.13011,1.26108,0.08911,0.39364,0.0405,0.65293,0.05924,0.23287,0.02783,True,338,False,8,False,0.00786,-0.02523,-0.00809,0.00993,-0.00668,-0.02326,0.11162,-0.00166,1.7,1.79522,0.60505,,23.12249,20.51428,24.50287,0.08625,67.3878,1.74761,0.10644
4043396596031859328,267.88318,-33.19203,0.09964,0.03671,2.71444,1.16501,0,14.53982,3.37851,3600.0,4.5,0.0,62,3.7,3.55,162.78323,0.0,165.52066,-0.03097,0.15,3586.33877,34.34387,4.56798,0.17154,0.0,0.0,3.69143,0.05755,3.56897,0.15252,1.64089,0.04903,4.12119,0.05618,2.33844,0.04815,3.01858,0.04693,1.85411,0.04844,0.72316,0.02869,1.11482,0.03928,0.46934,0.02097,True,338,False,7,False,0.01886,0.05761,0.06179,-0.04751,,-0.01679,0.10662,0.01477,1.7,8.57331,4.58674,,2.63422,2.34958,2.98033,0.11972,0.07238,2.33844,0.04815
4043396669097414656,267.87102,-33.19255,0.32863,0.07264,4.52398,1.06941,1,16.76346,1.55939,6600.0,6.0,0.0,440,2.2,3.05,143.72952,0.0,0.47186,-0.78097,0.15,6267.37321,350.06929,4.8301,1.52836,0.0,0.0,2.02596,0.19139,3.0402,0.14003,0.80832,0.10614,2.37621,0.23661,1.23581,0.14294,1.66493,0.17767,0.94046,0.11741,0.33951,0.05062,0.53442,0.07531,0.21326,0.03403,True,338,False,8,False,-0.0701,-0.025,-0.00159,0.00243,-0.03548,0.0145,-0.05295,-0.00364,1.7,2.89323,1.03373,,1.55597,1.3553,1.81113,0.14648,0.24106,1.23581,0.14294
4043396669097440896,267.87538,-33.18264,-0.10154,0.1127,-0.90096,1.16101,5,17.35587,2.35314,4600.0,3.5,0.0,190,2.8,2.8,76.95486,0.0,1.7468,0.54579,0.08,4729.22596,196.89876,4.0286,0.96216,0.0,0.0,2.94159,0.14936,2.91139,0.12978,1.12864,0.15213,3.3854,0.28868,1.74932,0.19438,2.37464,0.23082,1.31925,0.1648,0.46367,0.07488,0.73716,0.10987,0.28921,0.05103,True,338,False,8,False,-0.00109,-0.03513,-0.00705,0.02239,-0.00515,0.01642,0.00868,-0.03078,1.7,-11.82851,26.8068,,3.26276,2.70299,3.95804,0.19233,2.65869,1.74932,0.19438
4043396767865600896,267.87849,-33.16739,0.37746,0.09172,4.1155,1.02338,0,17.31032,1.81321,5400.0,6.0,0.0,298,2.2,3.05,97.49281,0.0,0.58977,-0.78097,0.15,5358.35065,210.27529,5.57539,0.5668,0.0,0.0,2.17618,0.16309,3.06228,0.13894,0.87245,0.11087,2.52304,0.23581,1.3275,0.14718,1.78189,0.18088,1.01243,0.12183,0.36702,0.05334,0.57721,0.07903,0.23139,0.036,True,338,False,8,False,-0.00966,-0.06489,0.00173,0.00478,-0.00817,0.02273,0.00308,0.02382,1.7,2.53514,1.00206,,1.29538,1.12306,1.51579,0.15159,0.21562,1.3275,0.14718
4043396802190392576,267.88905,-33.16946,0.29003,0.09419,3.07905,1.72846,0,16.52197,2.57146,4200.0,0.5,0.0,132,2.9,3.05,144.07902,0.0,8.05559,1.96903,0.15,4197.22774,38.34237,0.50886,0.49134,0.0,0.0,2.87236,0.06812,2.97473,0.11076,1.12084,0.06667,3.25378,0.09349,1.7216,0.07569,2.3197,0.08177,1.30527,0.0692,0.46497,0.03588,0.73622,0.05075,0.29213,0.02551,True,338,False,8,False,0.02669,0.04091,-0.01028,0.02053,0.01108,0.02851,-0.03907,-0.00494,1.7,3.25704,1.6987,,21.41882,17.45326,23.97228,0.15218,32.80812,1.7216,0.07569
4043396527312405248,267.91482,-33.18846,0.13596,0.03239,4.19799,0.99593,1,15.1218,2.6045,4400.0,3.5,0.0,164,3.5,3.3,108.87179,0.0,27.94112,0.46903,0.15,4372.44524,85.03826,3.56456,0.46452,0.0,0.0,3.38767,0.11764,3.20683,0.08607,1.40237,0.09417,3.84419,0.17496,2.08888,0.11901,2.76558,0.14043,1.61264,0.10159,0.59894,0.04682,0.93547,0.06837,0.38236,0.03214,True,338,False,8,False,0.03361,0.0113,0.00656,0.00104,0.02839,0.08761,0.12105,0.04066,1.7,6.53759,2.3532,,3.51452,3.05882,4.09465,0.14736,0.55707,2.08888,0.11901
4043396596039167232,267.88179,-33.19039,0.18119,0.06041,2.9995,0.99339,0,16.50443,2.85751,4200.0,0.5,0.0,132,3.5,2.8,97.34513,0.0,10.97759,1.96903,0.15,4167.89264,74.0597,0.27253,0.32596,0.0,0.0,3.40223,0.12789,2.8142,0.10136,1.2661,0.1123,3.86631,0.17807,1.99015,0.13311,2.71945,0.14973,1.4879,0.11833,0.5117,0.05868,0.8201,0.08397,0.3167,0.04126,True,338,False,8,False,0.0324,-0.01688,-0.0106,0.0056,0.01203,0.07867,0.18319,0.02091,1.7,5.04573,2.61443,,20.52974,16.1625,23.64806,0.18231,28.10454,1.99015,0.13311
4043396188061340928,267.85718,-33.21398,0.20616,0.05763,3.57698,1.07403,0,16.27196,2.81873,4500.0,3.5,0.0,177,3.8,2.8,136.28237,0.0,9.42692,0.46903,0.15,4430.62748,144.09076,3.27406,1.02245,0.0,0.0,3.61069,0.23214,2.74226,0.10222,1.31192,0.12294,4.16446,0.25356,2.08713,0.15935,2.87814,0.193,1.54915,0.13373,0.52229,0.05979,0.84262,0.08808,0.32,0.04061,True,338,False,8,False,0.02046,-0.00024,-0.00513,-0.00096,0.01156,0.0391,0.10761,0.00291,1.7,4.48118,1.96749,,2.642,2.21666,3.21273,0.18851,0.95906,2.08713,0.15935
4043396394219347584,267.89276,-33.20191,0.33117,0.10646,3.11075,1.33047,13,15.45306,5.08954,3200.0,3.5,0.0,7,7.7,2.3,1010.77113,0.0,589.24281,0.46903,0.15,3200.57922,7.60182,3.50053,0.01702,0.0,0.0,7.70917,0.05832,2.32834,0.0431,2.31559,0.02904,8.79581,0.08126,3.9525,0.04047,5.63822,0.0541,2.78649,0.0319,0.80594,0.01407,1.39186,0.02061,0.45035,0.00982,True,338,False,5,False,,,0.0467,-0.54333,,0.00774,0.09183,-0.02417,1.7,2.87215,1.49297,,1.11035,0.96731,1.29116,0.14583,0.12131,3.9525,0.04047
4043396492959957120,267.9008,-33.19324,-0.21885,0.0895,-2.4452,1.17429,0,16.90462,2.37395,5000.0,5.5,0.0,246,3.3,3.3,100.1332,0.0,2.60067,-0.53097,0.15,5021.14987,180.16124,4.93683,1.1511,0.0,0.0,3.37147,0.11631,3.29496,0.10456,1.42484,0.11569,3.8428,0.23681,2.10537,0.15073,2.7726,0.18311,1.63328,0.12607,0.61512,0.0565,0.95605,0.08314,0.39404,0.03842,True,338,False,8,False,0.00523,0.00918,0.00531,0.01338,0.00059,-0.01935,0.00062,-0.01359,1.7,-4.95427,3.7345,,1.91493,1.63231,2.27639,0.16817,0.18259,2.10537,0.15073
4043396492988219392,267.90209,-33.1933,0.01975,0.09553,0.20678,1.05919,0,17.34807,2.61406,4100.0,0.5,0.0,119,2.6,2.8,87.18418,0.0,3.379,1.96903,0.15,4118.47647,43.72498,0.37107,0.36917,0.0,0.0,2.61248,0.08253,2.84345,0.11244,0.98118,0.06231,2.97238,0.10903,1.53628,0.07486,2.09499,0.08659,1.15156,0.06584,0.39834,0.03269,0.63708,0.04667,0.24732,0.02306,True,338,False,8,False,-0.02553,0.0314,-0.02157,-0.01898,-0.02399,0.0196,0.00124,0.01131,1.7,27.20748,120.21949,,22.81465,19.91258,24.41307,0.09863,50.65658,1.53628,0.07486
