# SVO FPS WISE/WISE.W1; DetectorType 0 (0 energy, 1 photon counter); ZeroPoint 309.54 Jy (Pogson); lambda_eff 33526 A
# wavelength_A  transmission
26000.00 2.371800e-06
26100.00 3.578700e-04
26200.00 1.180100e-03
26300.00 9.294400e-04
26400.00 7.509500e-04
26500.00 8.194000e-04
26600.00 8.818300e-04
26700.00 1.051700e-03
26800.00 3.386700e-04
26900.00 5.170500e-04
27000.00 8.184600e-04
27100.00 8.729100e-03
27200.00 7.729900e-03
27300.00 4.604500e-03
27400.00 3.435600e-03
27500.00 7.399300e-03
27600.00 1.374700e-02
27700.00 2.355000e-02
27800.00 4.520900e-02
27900.00 8.887500e-02
28000.00 1.555600e-01
28100.00 2.300900e-01
28200.00 2.836900e-01
28300.00 3.068700e-01
28400.00 3.042500e-01
28500.00 2.941500e-01
28600.00 2.821000e-01
28700.00 2.680900e-01
28800.00 2.550100e-01
28900.00 2.540100e-01
29000.00 2.662500e-01
29100.00 2.890300e-01
29200.00 3.150100e-01
29300.00 3.378200e-01
29400.00 3.570200e-01
29500.00 3.735600e-01
29600.00 3.886500e-01
29700.00 4.054800e-01
29800.00 4.214500e-01
29900.00 4.326300e-01
30000.00 4.370100e-01
30100.00 4.414200e-01
30200.00 4.458400e-01
30300.00 4.453400e-01
30400.00 4.378700e-01
30500.00 4.283600e-01
30600.00 4.147700e-01
30700.00 4.000800e-01
30800.00 3.822700e-01
30900.00 3.673600e-01
31000.00 3.594400e-01
31100.00 3.677100e-01
31200.00 3.953900e-01
31300.00 4.375500e-01
31400.00 4.768900e-01
31500.00 5.072200e-01
31600.00 5.284400e-01
31700.00 5.446100e-01
31800.00 5.587900e-01
31900.00 5.720100e-01
32000.00 5.832000e-01
32100.00 5.902700e-01
32200.00 5.973700e-01
32300.00 6.023900e-01
32400.00 6.063700e-01
32500.00 6.029300e-01
32600.00 5.984000e-01
32700.00 5.959600e-01
32800.00 5.999300e-01
32900.00 6.178700e-01
33000.00 6.531700e-01
33100.00 6.994700e-01
33200.00 7.482100e-01
33300.00 7.917900e-01
33400.00 8.225400e-01
33500.00 8.402100e-01
33600.00 8.405200e-01
33700.00 8.265100e-01
33800.00 8.102000e-01
33900.00 7.905600e-01
34000.00 7.695700e-01
34100.00 7.584700e-01
34200.00 7.752200e-01
34300.00 8.211700e-01
34400.00 8.830000e-01
34500.00 9.396600e-01
34600.00 9.762800e-01
34700.00 9.949700e-01
34800.00 1.000000e+00
34900.00 9.983100e-01
35000.00 9.977400e-01
35100.00 9.972700e-01
35200.00 9.966600e-01
35300.00 9.961500e-01
35400.00 9.885700e-01
35500.00 9.751300e-01
35600.00 9.569400e-01
35700.00 9.363100e-01
35800.00 9.155500e-01
35900.00 9.028600e-01
36000.00 9.006700e-01
36100.00 9.137900e-01
36200.00 9.364200e-01
36300.00 9.579800e-01
36400.00 9.701300e-01
36500.00 9.751800e-01
36600.00 9.754600e-01
36700.00 9.757200e-01
36800.00 9.747800e-01
36900.00 9.738100e-01
37000.00 9.729500e-01
37100.00 9.743600e-01
37200.00 9.745600e-01
37300.00 9.674300e-01
37400.00 9.394900e-01
37500.00 8.845600e-01
37600.00 7.986200e-01
37700.00 6.829000e-01
37800.00 5.480400e-01
37900.00 4.072600e-01
38000.00 2.818600e-01
38100.00 1.852900e-01
38200.00 1.156800e-01
38300.00 7.080300e-02
38400.00 4.364600e-02
38500.00 2.760100e-02
38600.00 1.760000e-02
38700.00 1.101600e-02
38800.00 6.760900e-03
38900.00 4.791200e-03
39000.00 3.984400e-03
39100.00 3.139000e-03
39200.00 2.381400e-03
39300.00 2.255300e-03
39400.00 1.811900e-03
39500.00 1.512000e-03
39600.00 1.134200e-03
39700.00 6.554600e-04
39800.00 3.544900e-04
39900.00 4.281000e-05
40000.00 1.003200e-04
